index,stock_id,year,file_path,mda_sentence,audit_sentence,mda_score,audit_score
000545/2012,545,2012,clean1\深圳A股非ST公司\000545\吉林制药股份有限公司2012年年度报告.pdf.txt_total.md,15,11,0.132292856,-0.155260926
000545/2013,545,2013,clean1\深圳A股非ST公司\000545\吉林金浦钛业股份有限公司2013年年度报告.pdf.txt_total.md,51,11,0.024874078,-0.063614692
000545/2014,545,2014,clean1\深圳A股非ST公司\000545\吉林金浦钛业股份有限公司2014年年度报告.pdf.txt_total.md,26,12,0.137386083,-0.058461158
000545/2015,545,2015,clean1\深圳A股非ST公司\000545\金浦钛业：2015年年度报告.pdf.txt_total.md,40,12,0.26444279,-0.058461158
000545/2016,545,2016,clean1\深圳A股非ST公司\000545\金浦钛业：2016年年度报告.pdf.txt_total.md,36,3,0.154521527,-0.001143162
000545/2017,545,2017,clean1\深圳A股非ST公司\000545\金浦钛业：2017年年度报告.pdf.txt_total.md,46,16,0.208918749,0.047473934
000545/2018,545,2018,clean1\深圳A股非ST公司\000545\金浦钛业：2018年年度报告.pdf.txt_total.md,50,13,0.163618091,-0.018738556
000546/2011,546,2011,clean1\深圳A股非ST公司\000546\吉林光华控股集团股份有限公司2011年年度报告.pdf.txt_total.md,468,12,-0.089771654,-0.058992059
000546/2012,546,2012,clean1\深圳A股非ST公司\000546\吉林光华控股集团股份有限公司2012年年度报告.pdf.txt_total.md,32,0,0.052293885,
000546/2013,546,2013,clean1\深圳A股非ST公司\000546\吉林光华控股集团股份有限公司2013年年度报告.pdf.txt_total.md,37,11,0.149099559,-0.063613634
000546/2014,546,2014,clean1\深圳A股非ST公司\000546\金圆水泥股份有限公司2014年年度报告.pdf.txt_total.md,35,11,0.107050421,-0.063616406
000546/2015,546,2015,clean1\深圳A股非ST公司\000546\金圆股份：2015年年度报告.pdf.txt_total.md,53,11,-0.002051058,-0.063617788
000546/2016,546,2016,clean1\深圳A股非ST公司\000546\金圆股份：2016年年度报告.pdf.txt_total.md,81,11,0.333664893,-0.063617788
000546/2017,546,2017,clean1\深圳A股非ST公司\000546\金圆股份：2017年年度报告（更新后）.pdf.txt_total.md,68,11,0.248682862,0.064396853
000546/2018,546,2018,clean1\深圳A股非ST公司\000546\金圆股份：2018年年度报告.pdf.txt_total.md,33,6,0.561201443,0.135523366
000547/2012,547,2012,clean1\深圳A股非ST公司\000547\神州学人集团股份有限公司2012年年度报告.pdf.txt_total.md,50,11,0.424457026,-0.064746241
000547/2013,547,2013,clean1\深圳A股非ST公司\000547\神州学人集团股份有限公司2013年年度报告.pdf.txt_total.md,48,9,0.446225397,-0.172605077
000547/2014,547,2014,clean1\深圳A股非ST公司\000547\神州学人集团股份有限公司2014年年度报告.pdf.txt_total.md,75,10,0.309262292,-0.069947141
000547/2015,547,2015,clean1\深圳A股非ST公司\000547\航天发展：2015年年度报告.pdf.txt_total.md,93,11,0.362369079,-0.06358821
000547/2016,547,2016,clean1\深圳A股非ST公司\000547\航天发展：2016年年度报告.pdf.txt_total.md,67,11,0.39754504,-0.064811731
000547/2017,547,2017,clean1\深圳A股非ST公司\000547\航天发展：2017年年度报告.pdf.txt_total.md,52,9,0.502021527,0.089767328
000547/2018,547,2018,clean1\深圳A股非ST公司\000547\航天发展：2018年年度报告.pdf.txt_total.md,59,13,0.632158417,0.052503728
000548/2015,548,2015,clean1\深圳A股非ST公司\000548\湖南投资：2015年年度报告.pdf.txt_total.md,49,0,0.202419396,
000548/2017,548,2017,clean1\深圳A股非ST公司\000548\湖南投资：2017年年度报告.pdf.txt_total.md,93,8,0.194140546,0.10128754
000548/2018,548,2018,clean1\深圳A股非ST公司\000548\湖南投资：2018年年度报告.pdf.txt_total.md,59,10,0.269007165,-0.009955342
000551/2012,551,2012,clean1\深圳A股非ST公司\000551\创元科技股份有限公司2012年年度报告.pdf.txt_total.md,49,11,0.298717104,-0.063591637
000551/2013,551,2013,clean1\深圳A股非ST公司\000551\创元科技股份有限公司2013年年度报告.pdf.txt_total.md,62,10,0.337113616,-0.169746947
000551/2015,551,2015,clean1\深圳A股非ST公司\000551\创元科技：2015年年度报告.pdf.txt_total.md,97,11,0.392948901,-0.063591637
000551/2016,551,2016,clean1\深圳A股非ST公司\000551\创元科技：2016年年度报告.pdf.txt_total.md,110,11,0.32268163,-0.063591637
000551/2017,551,2017,clean1\深圳A股非ST公司\000551\创元科技：2017年年度报告.pdf.txt_total.md,114,0,0.340691012,
000552/2011,552,2011,clean1\深圳A股非ST公司\000552\甘肃靖远煤电股份有限公司2011年年度报告.pdf.txt_total.md,440,0,0.032333074,
000552/2012,552,2012,clean1\深圳A股非ST公司\000552\甘肃靖远煤电股份有限公司2012年年度报告.pdf.txt_total.md,48,12,0.128676959,-0.058990814
000552/2013,552,2013,clean1\深圳A股非ST公司\000552\甘肃靖远煤电股份有限公司2013年年度报告（更新后）.pdf.txt_total.md,35,12,0.085890428,-0.058676081
000552/2014,552,2014,clean1\深圳A股非ST公司\000552\甘肃靖远煤电股份有限公司2014年年度报告.pdf.txt_total.md,25,12,0.153078564,-0.0587086
000552/2015,552,2015,clean1\深圳A股非ST公司\000552\靖远煤电：2015年年度报告.pdf.txt_total.md,41,12,0.325917707,-0.05867629
000552/2016,552,2016,clean1\深圳A股非ST公司\000552\靖远煤电：2016年年度报告.pdf.txt_total.md,29,2,0.254281194,-0.003740184
000552/2017,552,2017,clean1\深圳A股非ST公司\000552\靖远煤电：2017年年度报告.pdf.txt_total.md,27,13,0.202955747,0.123470145
000552/2018,552,2018,clean1\深圳A股非ST公司\000552\靖远煤电：2018年年度报告.pdf.txt_total.md,37,0,0.311575863,
000554/2012,554,2012,clean1\深圳A股非ST公司\000554\中国石化山东泰山石油股份有限公司2012年年度报告.pdf.txt_total.md,20,11,0.100584592,-0.063720017
000554/2013,554,2013,clean1\深圳A股非ST公司\000554\中国石化山东泰山石油股份有限公司2013年年度报告.pdf.txt_total.md,11,11,0.028693762,-0.063770048
000554/2014,554,2014,clean1\深圳A股非ST公司\000554\中国石化山东泰山石油股份有限公司2014年年度报告.pdf.txt_total.md,18,11,-0.004605124,-0.06358482
000554/2015,554,2015,clean1\深圳A股非ST公司\000554\泰山石油：2015年年度报告.pdf.txt_total.md,17,11,-0.047868844,-0.06358482
000554/2016,554,2016,clean1\深圳A股非ST公司\000554\泰山石油：2016年年度报告.pdf.txt_total.md,17,11,-0.047361893,-0.063433962
000554/2017,554,2017,clean1\深圳A股非ST公司\000554\泰山石油：2017年年度报告.pdf.txt_total.md,21,9,-0.058925244,0.089856252
000554/2018,554,2018,clean1\深圳A股非ST公司\000554\泰山石油：2018年年度报告.pdf.txt_total.md,24,10,-0.015131502,0.080989139
000555/2012,555,2012,clean1\深圳A股非ST公司\000555\深圳市太光电信股份有限公司2012年年度报告.pdf.txt_total.md,15,0,0.057817609,
000555/2015,555,2015,clean1\深圳A股非ST公司\000555\神州信息：2015年年度报告（更新后）.pdf.txt_total.md,56,0,0.503601747,
000555/2016,555,2016,clean1\深圳A股非ST公司\000555\神州信息：2016年年度报告.pdf.txt_total.md,52,8,0.448920417,-0.193016814
000555/2017,555,2017,clean1\深圳A股非ST公司\000555\神州信息：2017年年度报告.pdf.txt_total.md,66,6,0.476389405,0.135301141
000555/2018,555,2018,clean1\深圳A股非ST公司\000555\神州信息：2018年年度报告.pdf.txt_total.md,74,8,0.536248853,0.101089841
000555/2013,555,2013,clean1\深圳A股非ST公司\000555\神州数码信息服务股份有限公司2013年年度报告.pdf.txt_total.md,50,6,0.372973358,-0.25851328
000555/2014,555,2014,clean1\深圳A股非ST公司\000555\神州数码信息服务股份有限公司2014年年度报告.pdf.txt_total.md,50,11,0.429199397,-0.063637616
000557/2015,557,2015,clean1\深圳A股非ST公司\000557\_ST广夏：2015年年度报告.pdf.txt_total.md,35,11,0.068454317,-0.063617884
000557/2013,557,2013,clean1\深圳A股非ST公司\000557\广夏(银川)实业股份有限公司2013年年度报告.pdf.txt_total.md,11,0,-0.312908531,
000557/2014,557,2014,clean1\深圳A股非ST公司\000557\广夏(银川)实业股份有限公司2014年年度报告.pdf.txt_total.md,9,9,-0.174204861,-0.171225532
000557/2012,557,2012,clean1\深圳A股非ST公司\000557\广夏（银川）实业股份有限公司2012年年度报告.pdf.txt_total.md,26,10,0.075855008,-0.169979856
000557/2016,557,2016,clean1\深圳A股非ST公司\000557\西部创业：2016年年度报告（更新后）.pdf.txt_total.md,35,6,0.028995735,-0.25851918
000557/2017,557,2017,clean1\深圳A股非ST公司\000557\西部创业：2017年年度报告.pdf.txt_total.md,34,8,0.084527901,0.101244292
000557/2018,557,2018,clean1\深圳A股非ST公司\000557\西部创业：2018年年度报告.pdf.txt_total.md,33,2,0.106779697,0.500000309
000558/2015,558,2015,clean1\深圳A股非ST公司\000558\莱茵体育：2015年年度报告.pdf.txt_total.md,59,0,0.511920081,
000558/2016,558,2016,clean1\深圳A股非ST公司\000558\莱茵体育：2016年年度报告（更新后）.pdf.txt_total.md,122,0,0.474766221,
000558/2017,558,2017,clean1\深圳A股非ST公司\000558\莱茵体育：2017年年度报告.pdf.txt_total.md,118,52,0.439031605,-0.082180886
000558/2018,558,2018,clean1\深圳A股非ST公司\000558\莱茵体育：2018年年度报告.pdf.txt_total.md,110,11,0.487146299,0.063686368
000558/2012,558,2012,clean1\深圳A股非ST公司\000558\莱茵达置业股份有限公司2012年年度报告.pdf.txt_total.md,29,0,0.4149533,
000558/2014,558,2014,clean1\深圳A股非ST公司\000558\莱茵达置业股份有限公司2014年年度报告.pdf.txt_total.md,34,11,0.13883555,-0.063284576
000559/2012,559,2012,clean1\深圳A股非ST公司\000559\万向钱潮股份有限公司2012年年度报告.pdf.txt_total.md,13,11,0.347871847,-0.063563726
000559/2013,559,2013,clean1\深圳A股非ST公司\000559\万向钱潮股份有限公司2013年年度报告.pdf.txt_total.md,26,11,0.106408419,-0.063427669
000559/2014,559,2014,clean1\深圳A股非ST公司\000559\万向钱潮股份有限公司2014年年度报告.pdf.txt_total.md,12,11,0.187945806,-0.063612897
000559/2015,559,2015,clean1\深圳A股非ST公司\000559\万向钱潮：2015年年度报告（更新后）.pdf.txt_total.md,27,11,0.150566564,-0.063427669
000559/2016,559,2016,clean1\深圳A股非ST公司\000559\万向钱潮：2016年年度报告.pdf.txt_total.md,12,11,0.496365051,-0.063427669
000559/2017,559,2017,clean1\深圳A股非ST公司\000559\万向钱潮：2017年年度报告.pdf.txt_total.md,23,11,0.687221246,-0.002528938
000559/2018,559,2018,clean1\深圳A股非ST公司\000559\万向钱潮：2018年年度报告.pdf.txt_total.md,22,12,0.47583991,0.015938921
000560/2018,560,2018,clean1\深圳A股非ST公司\000560\我爱我家：2018年年度报告.pdf.txt_total.md,107,6,0.241711301,0.135383954
000560/2013,560,2013,clean1\深圳A股非ST公司\000560\昆明百货大楼(集团)股份有限公司2013年年度报告.pdf.txt_total.md,88,6,0.303043055,-0.258296643
000560/2014,560,2014,clean1\深圳A股非ST公司\000560\昆明百货大楼(集团)股份有限公司2014年年度报告.pdf.txt_total.md,107,0,0.325910694,
000560/2012,560,2012,clean1\深圳A股非ST公司\000560\昆明百货大楼（集团）股份有限公司2012年年度报告.pdf.txt_total.md,62,6,0.443470807,-0.258296643
000560/2015,560,2015,clean1\深圳A股非ST公司\000560\昆百大Ａ：2015年年度报告.pdf.txt_total.md,75,11,0.152161006,-0.063588184
000560/2016,560,2016,clean1\深圳A股非ST公司\000560\昆百大Ａ：2016年年度报告.pdf.txt_total.md,102,11,0.363061368,-0.063311593
000560/2017,560,2017,clean1\深圳A股非ST公司\000560\昆百大Ａ：2017年年度报告.pdf.txt_total.md,88,41,0.229076433,-0.062840161
000561/2015,561,2015,clean1\深圳A股非ST公司\000561\烽火电子：2015年年度报告.pdf.txt_total.md,45,10,0.441404072,-0.169743183
000561/2016,561,2016,clean1\深圳A股非ST公司\000561\烽火电子：2016年年度报告.pdf.txt_total.md,52,10,0.555615001,-0.169743183
000561/2017,561,2017,clean1\深圳A股非ST公司\000561\烽火电子：2017年年度报告.pdf.txt_total.md,58,10,0.545640921,0.080016247
000561/2018,561,2018,clean1\深圳A股非ST公司\000561\烽火电子：2018年年度报告.pdf.txt_total.md,71,10,0.454104467,0.079051322
000561/2012,561,2012,clean1\深圳A股非ST公司\000561\陕西烽火电子股份有限公司2012年年度报告（更新后）.pdf.txt_total.md,25,11,0.412661716,-0.063564707
000561/2013,561,2013,clean1\深圳A股非ST公司\000561\陕西烽火电子股份有限公司2013年年度报告.pdf.txt_total.md,29,11,0.24346817,-0.063404054
000561/2014,561,2014,clean1\深圳A股非ST公司\000561\陕西烽火电子股份有限公司2014年年度报告.pdf.txt_total.md,24,11,0.167795838,-0.063404054
000564/2016,564,2016,clean1\深圳A股非ST公司\000564\供销大集：2016年年度报告.pdf.txt_total.md,47,0,0.478750585,
000564/2017,564,2017,clean1\深圳A股非ST公司\000564\供销大集：2017年年度报告.pdf.txt_total.md,59,0,0.545553683,
000564/2011,564,2011,clean1\深圳A股非ST公司\000564\西安民生集团股份有限公司2011年年度报告.pdf.txt_total.md,527,0,0.015124055,
000564/2012,564,2012,clean1\深圳A股非ST公司\000564\西安民生集团股份有限公司2012年年度报告.pdf.txt_total.md,11,16,0.119872117,-0.048860223
000564/2013,564,2013,clean1\深圳A股非ST公司\000564\西安民生集团股份有限公司2013年年度报告.pdf.txt_total.md,13,0,0.182972918,
000564/2014,564,2014,clean1\深圳A股非ST公司\000564\西安民生集团股份有限公司2014年年度报告.pdf.txt_total.md,19,0,0.114804642,
000565/2015,565,2015,clean1\深圳A股非ST公司\000565\渝三峡Ａ：2015年年度报告.pdf.txt_total.md,53,11,0.143516532,-0.06328322
000565/2016,565,2016,clean1\深圳A股非ST公司\000565\渝三峡Ａ：2016年年度报告.pdf.txt_total.md,64,11,0.163366941,-0.06328322
000565/2017,565,2017,clean1\深圳A股非ST公司\000565\渝三峡Ａ：2017年年度报告.pdf.txt_total.md,49,10,0.053769627,0.016125619
000565/2018,565,2018,clean1\深圳A股非ST公司\000565\渝三峡Ａ：2018年年度报告.pdf.txt_total.md,74,10,0.192508713,0.005762764
000565/2011,565,2011,clean1\深圳A股非ST公司\000565\重庆三峡油漆股份有限公司2011年年度报告.pdf.txt_total.md,463,11,0.02122304,-0.063590936
000565/2012,565,2012,clean1\深圳A股非ST公司\000565\重庆三峡油漆股份有限公司2012年年度报告（更新后）.pdf.txt_total.md,25,1,0.374057089,1.41E-06
000565/2013,565,2013,clean1\深圳A股非ST公司\000565\重庆三峡油漆股份有限公司2013年年度报告.pdf.txt_total.md,28,11,0.301175144,-0.063405605
000565/2014,565,2014,clean1\深圳A股非ST公司\000565\重庆三峡油漆股份有限公司2014年年度报告.pdf.txt_total.md,50,11,0.289533103,-0.06328322
000566/2012,566,2012,clean1\深圳A股非ST公司\000566\海南海药股份有限公司2012年年度报告.pdf.txt_total.md,40,8,0.415521628,-0.193169726
000566/2013,566,2013,clean1\深圳A股非ST公司\000566\海南海药股份有限公司2013年年度报告.pdf.txt_total.md,39,7,0.450015868,-0.220991132
000566/2014,566,2014,clean1\深圳A股非ST公司\000566\海南海药股份有限公司2014年年度报告.pdf.txt_total.md,25,11,0.419770806,-0.063427266
000566/2017,566,2017,clean1\深圳A股非ST公司\000566\海南海药：2017年年度报告.pdf.txt_total.md,127,11,0.456413409,0.072943461
000566/2018,566,2018,clean1\深圳A股非ST公司\000566\海南海药：2018年年度报告.pdf.txt_total.md,80,3,0.468068693,0.322969857
000568/2012,568,2012,clean1\深圳A股非ST公司\000568\泸州老窖股份有限公司2012年年度报告.pdf.txt_total.md,50,11,0.417367218,-0.063497002
000568/2013,568,2013,clean1\深圳A股非ST公司\000568\泸州老窖股份有限公司2013年年度报告.pdf.txt_total.md,57,11,0.304535302,-0.063497002
000568/2014,568,2014,clean1\深圳A股非ST公司\000568\泸州老窖股份有限公司2014年年度报告.pdf.txt_total.md,76,13,0.293461582,-0.139709373
000568/2015,568,2015,clean1\深圳A股非ST公司\000568\泸州老窖：2015年年度报告.pdf.txt_total.md,68,11,0.369691162,-0.063405244
000568/2016,568,2016,clean1\深圳A股非ST公司\000568\泸州老窖：2016年年度报告.pdf.txt_total.md,83,11,0.466228761,-0.063405244
000568/2017,568,2017,clean1\深圳A股非ST公司\000568\泸州老窖：2017年年度报告.pdf.txt_total.md,87,16,0.544089123,0.037866307
000568/2018,568,2018,clean1\深圳A股非ST公司\000568\泸州老窖：2018年年度报告.pdf.txt_total.md,37,16,0.422083702,0.036623695
000571/2018,571,2018,clean1\深圳A股非ST公司\000571\ST大洲：2018年年度报告（更新后）.pdf.txt_total.md,143,7,-0.000118978,-0.588891871
000571/2012,571,2012,clean1\深圳A股非ST公司\000571\新大洲控股股份有限公司2012年年度报告（更新后）.pdf.txt_total.md,77,0,0.007455878,
000571/2013,571,2013,clean1\深圳A股非ST公司\000571\新大洲控股股份有限公司2013年年度报告.pdf.txt_total.md,77,0,0.116142411,
